sentence,genre
got skill pay bill yall ,hiphop
better pull come ,hiphop
let go like suppos ,hiphop
word togeth like bird flock ,hiphop
ah ye rhyme time like hand clock ,hiphop
well im epilept skeptaclept check ,hiphop
im cut beat bear clept ,hiphop
fuck around lost tooth ahaa ,hiphop
im tell everybodi goddamn truth ,hiphop
like denni coffey im scorpio ,hiphop
like man schneider im super ho super ho ,hiphop
make mountain molehil rockin mo skill ,hiphop
butt nake beat butt nake fill ,hiphop
got skill skill ,hiphop
pay bill ,hiphop
got skill skill ,hiphop
pay bill ,hiphop
got skill skill ,hiphop
pay bill ,hiphop
got skill pay bill yall ,hiphop
huhuhuhaa ,hiphop
awella wella wella wella welcom back ,hiphop
sell bullet sell crack ,hiphop
rub littl oil neck back shit ,hiphop
listen babi doll outta hit sack ,hiphop
origin young aborigin ohoo ,hiphop
continu evolut individu well ill tell ya ,hiphop
got mani rhyme ya know throat sore ,hiphop
1992 still one vote ,hiphop
well like word im see eye ,hiphop
littl vision truth world lie ,hiphop
come come like get fill ,hiphop
well got skill ,hiphop
got skill pay bill yall ,hiphop
got got got skill pay bill ,hiphop
uhh got mike skill pay bill ,hiphop
agh yea got skill pay bill yall ,hiphop
wooo getta got gotta got gotta got ,hiphop
got mad skill 92 boy ,hiphop
yeah know im say ,hiphop
skill pay bill ,hiphop
skill yall got skill pay bill ,hiphop
skill yall skill pay bill ,hiphop
skill skill skill pay bill ,hiphop
yeah yeah skill pay bill ,hiphop
skill money money ,hiphop
skill makin ah money money ,hiphop
skill makin makin makin money ,hiphop
skill makin makin money ,hiphop
skill yall gotta pay bill ,hiphop
got skill yall pay bill ,hiphop
got skill yall ,hiphop
got got got got got skill yall ,hiphop
skill pay bill ,hiphop
mario c ya he paid bill ,hiphop
mike yall know pay bill ,hiphop
adrock yeah let pay bill ,hiphop
kick root ,hiphop
put root ,hiphop
kick root put root ,hiphop
gonna kick ,hiphop
gonna kick root ,hiphop
yeah wanna kick ,hiphop
gonna kick root ,hiphop
gonna kick ,hiphop
gonna kick root ,hiphop
gonna break gonna kick root donwn ,hiphop
put ,hiphop
put foot ,hiphop
make love put root ,hiphop
like sweeti pie stone allianc ,hiphop
everybodi know im known drop scienc ,hiphop
im electr like dick hyman ,hiphop
guess expect catch crew rhymin ,hiphop
never let stereo sound ,hiphop
mike get mic turn ,hiphop
talk root put root ,hiphop
want battl put loot ,hiphop
said root time scoot ,hiphop
im step mic goos ,hiphop
come repres upper west ,hiphop
money makin put test ,hiphop
sometim feel though ive bless ,hiphop
im want never rest ,hiphop
well im come goofi like fruit loom guy ,hiphop
strut like meter lookka py py ,hiphop
caus downtown brooklyn born ,hiphop
snow fall im gone ,hiphop
might think im fanat ,hiphop
phone call utah im throw panic ,hiphop
kick root break ,hiphop
jimmi smith man want give pound ,hiphop
kick root ,hiphop
put root ,hiphop
kick root ,hiphop
put root ,hiphop
wanna kick ,hiphop
gonna kick root ,hiphop
gonna kick ,hiphop
gonna kick root ,hiphop
gonna kick ,hiphop
gonna kick root ,hiphop
break gonna kick root ,hiphop
adrock stop get mic tic toc ,hiphop
ill fill fuckin rim like brim ,hiphop
im walk block say that ,hiphop
go guy funki sound ,hiphop
beasti boy know come get ,hiphop
ive got flow grab dick ,hiphop
say oh god that funki shit ,hiphop
im go pa mic caus panic ,hiphop
origin nasal kid damag ,hiphop
everi morn took train high street station ,hiphop
homework train fuck situat ,hiphop
way back hear battl tape ,hiphop
underground underneath sky scrape ,hiphop
like harlem world battl zulu beat show ,hiphop
kool moe v busi bee there one know ,hiphop
enough want give respect due ,hiphop
mca grab mic bell connect ,hiphop
bob marley prophet freedom fight ,hiphop
dancin pray lord shall feel alright ,hiphop
feel play littl music ,hiphop
tear run face caus love ,hiphop
one stop flow flow ,hiphop
flow master disast sound that gone ,hiphop
ill give littl shout dad mom ,hiphop
bring world ,hiphop
kick root ,hiphop
put root ,hiphop
kick root ,hiphop
put root ,hiphop
wanna kick ,hiphop
gonna kick root ,hiphop
gonna kick ,hiphop
gonna kick root ,hiphop
gonna kick ,hiphop
gonna kick root ,hiphop
break gonna kick root ,hiphop
yeah shit ,hiphop
that record that record caus mario ,hiphop
that record that record caus mario ,hiphop
that record that record mario ,hiphop
awww that record buddi ,hiphop
caus cant stop ,hiphop
caus cant stop ,hiphop
well cant stop ,hiphop
mike come rock sure shot ,hiphop
ive got brand new doodoo guarante like yoohoo ,hiphop
im like dr john yeah mr zu zu ,hiphop
im newlyw divorce yeah ,hiphop
everyth funki like lee dorsey ,hiphop
well take pelham 1 2 3 ,hiphop
want doodi rhyme come see ,hiphop
ive got savior fair uniqu rhymin ,hiphop
keep never quit time ,hiphop
strictli handheld style go ,hiphop
never rock mic pantyhos ,hiphop
strap ear goggl im readi go ,hiphop
caus board man call mario ,hiphop
pull function know kojak ,hiphop
parti peopl bozac ,hiphop
ive got action man john woo ,hiphop
ive got mad hit like rod carew yeah ,hiphop
cant stop ,hiphop
cant stop ,hiphop
know cant stop ,hiphop
adrock come rock sure shot hurra hurra ,hiphop
cane cross fade as bust eardrum ,hiphop
listen everybodi caus im shift gear ,hiphop
im fresh like dougi get spec ,hiphop
microphon come correct ,hiphop
time like clock rock hiphop ,hiphop
top notch stock soapbox ,hiphop
ive got rhyme ive got gray hair ,hiphop
that lot ive got share oohh weee ,hiphop
ive got hole head there one fix ,hiphop
gotta straighten thought ,hiphop
im think much yeah sick shit ,hiphop
everyon take take take take take ,hiphop
ill step back gotta contempl ,hiphop
well im like lee perri im ,hiphop
rock microphon im gone ,hiphop
im like vaughn bode im cheech wizard ,hiphop
never quittin listen ,hiphop
ah ah ah ah ah ah ye inde fun time ,hiphop
cant stop ,hiphop
cant stop ,hiphop
well cant stop ,hiphop
mca come rock sure shot ,hiphop
want say littl someth that long overdu ,hiphop
disrespect woman got ,hiphop
mother sister wife friend ,hiphop
want offer love respect end ,hiphop
well say im twentysometh ,hiphop
slack ,hiphop
im work harder ever ,hiphop
could call mack ,hiphop
im suppos sit upon couch watch tv ,hiphop
im still listen wax ,hiphop
im use cd ,hiphop
well im kid corner ,hiphop
fuck wanna ,hiphop
im gonna yeah ,hiphop
take piec pie ,hiphop
im quittin ,hiphop
think ima chang style fit ,hiphop
keep underwear piec elast ,hiphop
use bullshit mic that made plastic ,hiphop
send rhyme nation like bell ,hiphop
got ill commun ,hiphop
caus cant stop ,hiphop
caus cant stop ,hiphop
well cant stop ,hiphop
keep rockin sure shot ,hiphop
bboy ,hiphop
bgirl ,hiphop
ticktock ticktick tocktock ,hiphop
bodi movin bodi movin ,hiphop
a1 sound sound sooth ,hiphop
bodi movin bodi movin ,hiphop
get know krush groovin ,hiphop
bodi movin bodi movin ,hiphop
a1 sound sound sooth ,hiphop
bodi movin bodi movin ,hiphop
get know krush groovin ,hiphop
let get action back section ,hiphop
need bodi rockin perfect ,hiphop
let back bone flip slip disc ,hiphop
let spine unwind take risk ,hiphop
wanna freak break dawn ,hiphop
tell parti peopl wrong ,hiphop
ship dock interlockin ,hiphop
uprockin electroshock ,hiphop
get comput action ,hiphop
robot satisfact ,hiphop
yall ah get wall ,hiphop
ball get involv ,hiphop
bodi movin bodi movin ,hiphop
a1 sound sound sooth ,hiphop
bodi movin bodi movin ,hiphop
get know krush groovin ,hiphop
flame im gone ,hiphop
im sweet like nice bon bon ,hiphop
came rap born ,hiphop
mom said rock til break dawn ,hiphop
puttin bodi motion caus got notion ,hiphop
like roy cormier coconut lotion ,hiphop
sound music makin insan ,hiphop
cant explain peopl type mind frame ,hiphop
like bottl châteauneufdupap ,hiphop
im fine like wine start rap ,hiphop
need bodi rockin perfect ,hiphop
let get action back section ,hiphop
bodi movin bodi movin ,hiphop
a1 sound sound sooth ,hiphop
bodi movin bodi movin ,hiphop
get know krush groovin ,hiphop
mike master plan ,hiphop
said ooh thank maam ,hiphop
grab mic scream ooh goddamn ,hiphop
crème de la crème ,hiphop
mca ,hiphop
pack like sardin tin ,hiphop
kick shoe put swim fin ,hiphop
caus come quarri im known swim ,hiphop
adrock light place ,hiphop
pull card pull ace ,hiphop
ask turn bass ,hiphop
play defend ,hiphop
could hyperspac ,hiphop
bodi movin bodi movin ,hiphop
a1 sound sound sooth ,hiphop
bodi movin bodi movin ,hiphop
get know krush groovin ,hiphop
kick ,hiphop
wake late school man want go ,hiphop
ask mom pleas still say ,hiphop
miss two class homework ,hiphop
teacher preach class like kind jerk ,hiphop
gotta fight right parti ,hiphop
pop caught smoke said way ,hiphop
hypocrit smoke two pack day ,hiphop
man live home drag ,hiphop
mom threw away best porno mag bust ,hiphop
gotta fight right parti ,hiphop
gotta fight ,hiphop
step hous that cloth gonna wear ,hiphop
ill kick home cut hair ,hiphop
mom bust said what nois ,hiphop
aw mom jealou beasti boy ,hiphop
gotta fight right parti ,hiphop
gotta fight right parti ,hiphop
parti ,hiphop
parti ,hiphop
develop awaken mind ,hiphop
prais buddha shine ,hiphop
bow travel path ,hiphop
join rank make fulltim task ,hiphop
sake be seek ,hiphop
enlighten mind know ill reap ,hiphop
respect shantideva other ,hiphop
brought dharma sister brother ,hiphop
give thank world place learn ,hiphop
human bodi know ive earn ,hiphop
deepest thank sentient be ,hiphop
without would place learn im see ,hiphop
there noth that said ,hiphop
put ill sure ,hiphop
solidifi view ,hiphop
ill glad help anyon els ,hiphop
other disrespect give flak ,hiphop
ill stop think react ,hiphop
know theyr go insecur stage ,hiphop
ill take opportun exercis patienc ,hiphop
ill see chanc help person ,hiphop
nip bud worsen ,hiphop
chanc strong sure ,hiphop
think buddha come ,hiphop
prais respect good theyv done ,hiphop
know love conquer hate everi situat ,hiphop
need peopl order creat ,hiphop
circumst learn gener ,hiphop
situat bring deepest fear ,hiphop
work releas theyr clear ,hiphop
therefor make sens ,hiphop
thank enemi despit intent ,hiphop
bodhisattva path one power strength ,hiphop
strength within go length ,hiphop
see other import ,hiphop
strive happi mental wealth ,hiphop
interconnected share one ,hiphop
everi action take affect everyon ,hiphop
decid situat call ,hiphop
path good ,hiphop
tri make everi action highest good ,hiphop
altruist wish achiev buddhahood ,hiphop
pledg everyon who listen ,hiphop
tri make everi action good be ,hiphop
rest lifetim even beyond ,hiphop
vow best harm ,hiphop
time doubt think dharma ,hiphop
enlighten one whove graduat samsara ,hiphop
got rhyme select wide array ,hiphop
jai de bon bon pour vou mangez ,hiphop
parti peopl scream oui oui seeest vrai ,hiphop
caus got remot bidet ,hiphop
adareoseek ,hiphop
use microphon like picasso use clay ,hiphop
freckl around way ,hiphop
peac bambata jazzi jay ,hiphop
rock mic bombay ,hiphop
give best say come may ,hiphop
caus everybodi got due pay ,hiphop
im look side way like man pele ,hiphop
get like ali boom ba yay ,hiphop
fed racism today ,hiphop
time speak turn away ,hiphop
make sun shine cloudi gray ,hiphop
dip dip dive social ,hiphop
open ear clean eye ,hiphop
learn love surpris ,hiphop
could nice aliv ,hiphop
im take doodi rhyme brand new height ,hiphop
shine mic like ultrabright ,hiphop
creat monster rhyme write ,hiphop
goate metal rap pleas say goodnight ,hiphop
here littl someth may like ,hiphop
dj name mix master mike ,hiphop
real piti peopl got bite ,hiphop
could understand sound nice ,hiphop
read news caus im countri mike ,hiphop
use microphon like shazam us tight ,hiphop
tri keep clear hate spite ,hiphop
keep mind still like still night ,hiphop
world want fight ,hiphop
agianst system unit ,hiphop
homophob aint alright ,hiphop
learn love might love life ,hiphop
dip dip dive social ,hiphop
open ear clean eye ,hiphop
learn love surpris ,hiphop
could nice aliv ,hiphop
shuffl number fact fact ,hiphop
mani billionar mani lack ,hiphop
poor decid react ,hiphop
come parti peopl share stack ,hiphop
im break brass tack ,hiphop
biz mark cabbag patch ,hiphop
tri turn key broke latch ,hiphop
sneak file rhyme snatch ,hiphop
id like say incom tax ,hiphop
want help build bomb that fact ,hiphop
money health care what catch ,hiphop
man got lock key latch ,hiphop
mike adam got back ,hiphop
bring mic well bring rap ,hiphop
turn pa rock shack ,hiphop
smoke cheeba cant stand crack ,hiphop
dip dip dive social ,hiphop
open ear clean eye ,hiphop
learn love surpris ,hiphop
could nice aliv ,hiphop
next one first song new album ,hiphop
peopl doin there new day dawnin ,hiphop
earth mother brand new mornin ,hiphop
long there longin ,hiphop
sun shinin let roll back awnin ,hiphop
type kinda like formal dedic ,hiphop
givin shout ,hiphop
much inspir ,hiphop
ever realli want get nice ,hiphop
get loos goof littl slice life ,hiphop
sendin love corner land ,hiphop
jump stage take mic hand ,hiphop
im playin roll ,hiphop
tri di give damn ,hiphop
bass back car feel soothin ,hiphop
eight bazooka im usin ,hiphop
im mike proven ,hiphop
love see parti peopl movin ,hiphop
strap ear goggl see ,hiphop
music brought peopl harmoni ,hiphop
hey yo adam what mix master mike im call sacramento um ,hiphop
ah ive want hook um mayb track ,hiphop
ive got sick shit right could ,hiphop
hook turntabl wahwah pedal ,hiphop
call tweak scratch ,hiphop
caus nobodi like mixmast come ,hiphop
ive got ddoubleoddoubleo style ,hiphop
go ,hiphop
favor touch dial ,hiphop
rock manhattan miracl mile ,hiphop
name mike im ladi choic ,hiphop
want get next like rose royc ,hiphop
yall gather round hear golden voic ,hiphop
caus time rhyme know get noic ,hiphop
cruis like fan boat glade ,hiphop
hell tweak as as across cross fade ,hiphop
watch back take stage ,hiphop
hell send nake rampag ,hiphop
three mc one dj ,hiphop
get delay ,hiphop
mixmast mike whatcha got say ,hiphop
bug mic time ,hiphop
sweet sour like tangerin ,hiphop
fresh like box krispi kreme ,hiphop
kenni roger gambler gambl theme ,hiphop
mixmast mike scratch routin ,hiphop
alway updat know ,hiphop
know break go toe toe ,hiphop
bass boom ,hiphop
norton chillin mario ,hiphop
eyo name adrock im scorpio ,hiphop
ask caus know ,hiphop
im known mop im known glow ,hiphop
get mad caus got go ,hiphop
three mc one dj ,hiphop
get delay ,hiphop
mixmast mike whatcha got say ,hiphop
gottagottagotta get ,hiphop
mix master cut faster ,hiphop
mix master cut cut cut faster ,hiphop
top secret classifi ,hiphop
grab hold mic let word glide ,hiphop
hypnot sanctifi ,hiphop
never want let bad day slip ,hiphop
get stupid area ,hiphop
caus kind hysteria ,hiphop
beat sick like malaria ,hiphop
worri ill take care ya ,hiphop
ad adam mario c ,hiphop
studio place ,hiphop
parti peopl happi free ,hiphop
mix master mike make histori ,hiphop
three mc one dj ,hiphop
get delay ,hiphop
mix master mike got say ,hiphop
god damn dj made day ,hiphop
